Each numbered origami of degree  6  is represented as follows.
The format is (x,y,\epsilon), where x and y are shown as cycles, and \epsilon is shown as a list with + as 0 and - as 1.
O_ 766  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 1 1 0 0 0] ), abelian= False
O_ 767  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 0 0 1 0 0] ), abelian= False
O_ 768  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 0 0 1 0 0] ), abelian= False
O_ 769  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 1 0 1 0 0] ), abelian= False
O_ 770  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 1 0 1 0 0] ), abelian= False
O_ 771  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 0 1 1 0 0] ), abelian= False
O_ 772  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 0 1 1 0 0] ), abelian= False
O_ 773  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 1 1 1 0 0] ), abelian= False
O_ 774  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 1 1 1 0 0] ), abelian= False
O_ 775  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 0 1 0 1 0] ), abelian= False
O_ 776  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 0 1 0 1 0] ), abelian= False
O_ 777  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 1 1 0 1 0] ), abelian= False
O_ 778  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 1 1 0 1 0] ), abelian= False
O_ 779  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 0 0 1 1 0] ), abelian= False
O_ 780  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 0 0 1 1 0] ), abelian= False
O_ 781  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 1 0 1 1 0] ), abelian= False
O_ 782  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 0 1 1 1 0] ), abelian= False
O_ 783  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 0 1 1 1 0] ), abelian= False
O_ 784  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 1 1 1 1 0] ), abelian= False
O_ 785  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 1 1 1 1 0] ), abelian= False
O_ 786  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 0 1 0 0 1] ), abelian= False
O_ 787  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 0 1 0 0 1] ), abelian= False
O_ 788  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 1 1 0 0 1] ), abelian= False
O_ 789  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 0 1 1 0 1] ), abelian= False
O_ 790  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 0 1 1 0 1] ), abelian= False
O_ 791  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 1 1 1 0 1] ), abelian= False
O_ 792  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 1 1 1 0 1] ), abelian= False
O_ 793  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [0 0 1 1 1 1] ), abelian= False
O_ 794  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 0 1 1 1 1] ), abelian= False
O_ 795  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 5, 2, 4]] [1 1 1 1 1 1] ), abelian= True
O_ 796  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 0 0 0 0 0] ), abelian= True
O_ 797  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 0 0 0 0 0] ), abelian= False
O_ 798  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 1 0 0 0 0] ), abelian= False
O_ 799  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 0 1 0 0 0] ), abelian= False
O_ 800  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 0 1 0 0 0] ), abelian= False
O_ 801  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 1 1 0 0 0] ), abelian= False
O_ 802  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 1 1 0 0 0] ), abelian= False
O_ 803  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 0 0 1 0 0] ), abelian= False
O_ 804  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 0 0 1 0 0] ), abelian= False
O_ 805  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 1 0 1 0 0] ), abelian= False
O_ 806  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 1 0 1 0 0] ), abelian= False
O_ 807  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 0 1 1 0 0] ), abelian= False
O_ 808  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 0 1 1 0 0] ), abelian= False
O_ 809  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 1 1 1 0 0] ), abelian= False
O_ 810  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 1 1 1 0 0] ), abelian= False
O_ 811  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 0 1 0 1 0] ), abelian= False
O_ 812  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 0 1 0 1 0] ), abelian= False
O_ 813  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 1 1 0 1 0] ), abelian= False
O_ 814  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 1 1 0 1 0] ), abelian= False
O_ 815  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 0 0 1 1 0] ), abelian= False
O_ 816  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 0 0 1 1 0] ), abelian= False
O_ 817  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 1 0 1 1 0] ), abelian= False
O_ 818  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 0 1 1 1 0] ), abelian= False
O_ 819  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 0 1 1 1 0] ), abelian= False
O_ 820  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 1 1 1 1 0] ), abelian= False
O_ 821  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 1 1 1 1 0] ), abelian= False
O_ 822  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 0 1 0 0 1] ), abelian= False
O_ 823  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 0 1 0 0 1] ), abelian= False
O_ 824  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 1 1 0 0 1] ), abelian= False
O_ 825  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 0 1 1 0 1] ), abelian= False
O_ 826  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 0 1 1 0 1] ), abelian= False
O_ 827  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 1 1 1 0 1] ), abelian= False
O_ 828  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 1 1 1 0 1] ), abelian= False
O_ 829  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [0 0 1 1 1 1] ), abelian= False
O_ 830  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 0 1 1 1 1] ), abelian= False
O_ 831  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 2, 5, 4]] [1 1 1 1 1 1] ), abelian= True
O_ 832  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 833  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 834  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [1 1 0 0 0 0] ), abelian= False
O_ 835  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 836  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 837  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [1 1 1 0 0 0] ), abelian= False
O_ 838  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [1 0 0 1 0 0] ), abelian= False
O_ 839  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [0 1 0 1 0 0] ), abelian= False
O_ 840  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [1 1 0 1 0 0] ), abelian= False
O_ 841  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [1 0 1 1 0 0] ), abelian= False
O_ 842  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [0 1 1 1 0 0] ), abelian= False
O_ 843  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [1 1 1 1 0 0] ), abelian= False
O_ 844  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [1 1 0 1 1 0] ), abelian= True
O_ 845  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 3, 4], [2, 5]] [1 1 1 1 1 0] ), abelian= False
O_ 846  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 847  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 848  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 1 0 0 0 0] ), abelian= False
O_ 849  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 1 0 0 0 0] ), abelian= False
O_ 850  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 851  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 852  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 1 1 0 0 0] ), abelian= False
O_ 853  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 1 1 0 0 0] ), abelian= False
O_ 854  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 855  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 0 0 1 0 0] ), abelian= False
O_ 856  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 1 0 1 0 0] ), abelian= False
O_ 857  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 1 0 1 0 0] ), abelian= False
O_ 858  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 0 1 1 0 0] ), abelian= False
O_ 859  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 0 1 1 0 0] ), abelian= False
O_ 860  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 1 1 1 0 0] ), abelian= False
O_ 861  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 1 1 1 0 0] ), abelian= False
O_ 862  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 863  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 0 0 0 1 0] ), abelian= False
O_ 864  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 1 0 0 1 0] ), abelian= False
O_ 865  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 1 0 0 1 0] ), abelian= False
O_ 866  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 867  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 868  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 1 1 0 1 0] ), abelian= False
O_ 869  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 1 1 0 1 0] ), abelian= True
O_ 870  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 871  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 0 0 1 1 0] ), abelian= False
O_ 872  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 1 0 1 1 0] ), abelian= False
O_ 873  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 1 0 1 1 0] ), abelian= False
O_ 874  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 0 1 1 1 0] ), abelian= False
O_ 875  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 0 1 1 1 0] ), abelian= False
O_ 876  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [0 1 1 1 1 0] ), abelian= False
O_ 877  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2], [3, 5]] [1 1 1 1 1 0] ), abelian= False
O_ 878  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 0 0 0 0] ), abelian= True
O_ 879  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 0 0 0 0 0] ), abelian= False
O_ 880  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 1 0 0 0 0] ), abelian= False
O_ 881  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 1 0 0 0 0] ), abelian= False
O_ 882  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 1 0 0 0] ), abelian= False
O_ 883  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 0 1 0 0 0] ), abelian= False
O_ 884  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 1 1 0 0 0] ), abelian= False
O_ 885  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 1 1 0 0 0] ), abelian= False
O_ 886  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 0 1 0 0] ), abelian= False
O_ 887  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 0 0 1 0 0] ), abelian= False
O_ 888  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 1 0 1 0 0] ), abelian= False
O_ 889  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 1 0 1 0 0] ), abelian= False
O_ 890  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 1 1 0 0] ), abelian= False
O_ 891  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 0 1 1 0 0] ), abelian= False
O_ 892  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 1 1 1 0 0] ), abelian= False
O_ 893  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 0 0 1 0] ), abelian= False
O_ 894  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 0 0 0 1 0] ), abelian= False
O_ 895  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 1 0 0 1 0] ), abelian= False
O_ 896  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 1 0 0 1 0] ), abelian= False
O_ 897  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 1 0 1 0] ), abelian= False
O_ 898  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 0 1 0 1 0] ), abelian= False
O_ 899  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 0 1 1 0] ), abelian= False
O_ 900  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 0 0 1 1 0] ), abelian= False
O_ 901  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 1 0 1 1 0] ), abelian= False
O_ 902  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 1 0 1 1 0] ), abelian= False
O_ 903  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 1 1 1 0] ), abelian= False
O_ 904  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 0 0 0 1] ), abelian= False
O_ 905  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 0 0 0 0 1] ), abelian= False
O_ 906  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 1 0 0 0 1] ), abelian= False
O_ 907  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 1 0 0 0 1] ), abelian= False
O_ 908  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 0 1 0 1] ), abelian= False
O_ 909  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 0 0 1 0 1] ), abelian= False
O_ 910  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 1 0 1 0 1] ), abelian= False
O_ 911  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 0 0 1 1] ), abelian= False
O_ 912  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [1 0 0 0 1 1] ), abelian= False
O_ 913  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 3, 5, 2]] [0 0 0 1 1 1] ), abelian= False
O_ 914  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [0 0 0 0 0 0] ), abelian= True
O_ 915  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 0 0 0 0 0] ), abelian= False
O_ 916  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 1 0 0 0 0] ), abelian= False
O_ 917  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 0 1 0 0 0] ), abelian= False
O_ 918  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [0 1 1 0 0 0] ), abelian= False
O_ 919  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 1 1 0 0 0] ), abelian= False
O_ 920  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 0 0 1 0 0] ), abelian= False
O_ 921  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 1 0 1 0 0] ), abelian= False
O_ 922  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 1 1 1 0 0] ), abelian= False
O_ 923  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 0 1 0 1 0] ), abelian= False
O_ 924  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [0 1 1 0 1 0] ), abelian= False
O_ 925  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 1 1 0 1 0] ), abelian= False
O_ 926  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 1 0 1 1 0] ), abelian= False
O_ 927  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [0 1 1 1 1 0] ), abelian= False
O_ 928  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 1 1 1 1 0] ), abelian= False
O_ 929  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 5, 2, 3]] [1 1 1 1 1 1] ), abelian= True
O_ 930  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 0 0 0 0 0] ), abelian= True
O_ 931  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 0 0 0 0 0] ), abelian= False
O_ 932  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 1 0 0 0 0] ), abelian= False
O_ 933  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 0 1 0 0 0] ), abelian= False
O_ 934  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 0 1 0 0 0] ), abelian= False
O_ 935  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 1 1 0 0 0] ), abelian= False
O_ 936  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 1 1 0 0 0] ), abelian= False
O_ 937  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 0 0 1 0 0] ), abelian= False
O_ 938  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 0 0 1 0 0] ), abelian= False
O_ 939  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 1 0 1 0 0] ), abelian= False
O_ 940  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 1 0 1 0 0] ), abelian= False
O_ 941  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 0 1 1 0 0] ), abelian= False
O_ 942  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 0 1 1 0 0] ), abelian= False
O_ 943  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 1 1 1 0 0] ), abelian= False
O_ 944  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 1 1 1 0 0] ), abelian= False
O_ 945  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 0 1 0 1 0] ), abelian= False
O_ 946  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 0 1 0 1 0] ), abelian= False
O_ 947  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 1 1 0 1 0] ), abelian= False
O_ 948  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 1 1 0 1 0] ), abelian= False
O_ 949  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 0 0 1 1 0] ), abelian= False
O_ 950  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 0 0 1 1 0] ), abelian= False
O_ 951  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 1 0 1 1 0] ), abelian= False
O_ 952  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 0 1 1 1 0] ), abelian= False
O_ 953  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 0 1 1 1 0] ), abelian= False
O_ 954  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 1 1 1 1 0] ), abelian= False
O_ 955  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 1 1 1 1 0] ), abelian= False
O_ 956  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 0 1 0 0 1] ), abelian= False
O_ 957  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 0 1 0 0 1] ), abelian= False
O_ 958  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 1 1 0 0 1] ), abelian= False
O_ 959  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 0 1 1 0 1] ), abelian= False
O_ 960  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 0 1 1 0 1] ), abelian= False
O_ 961  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 1 1 1 0 1] ), abelian= False
O_ 962  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [1 1 1 1 0 1] ), abelian= False
O_ 963  = ( [[0, 1, 2, 3, 4, 5]] [[0, 1, 4, 2, 5, 3]] [0 0 1 1 1 1] ), abelian= False
